,company_name,date_,total_comp_income_,dividends_,revenue_,stockholders_equity_,market_value_,delta_comprehensive_income_,delta_dividends_,delta_revenue_,delta_stockholders_equity_,delta_market_value_,delta_market_value_forward_,doc2vec_dim_1,doc2vec_dim_2,doc2vec_dim_3,doc2vec_dim_4,doc2vec_dim_5,doc2vec_dim_6,doc2vec_dim_7,doc2vec_dim_8,doc2vec_dim_9,doc2vec_dim_10,doc2vec_dim_11,doc2vec_dim_12,doc2vec_dim_13,doc2vec_dim_14,doc2vec_dim_15,doc2vec_dim_16,doc2vec_dim_17,doc2vec_dim_18,doc2vec_dim_19,doc2vec_dim_20,doc2vec_dim_21,doc2vec_dim_22,doc2vec_dim_23,doc2vec_dim_24,doc2vec_dim_25,doc2vec_dim_26,doc2vec_dim_27,doc2vec_dim_28,doc2vec_dim_29,doc2vec_dim_30
10,AURASOURCE INC,2019-03-31 00:00:00,,,,,,,,,,,,-0.4122033715248108,0.02777818590402603,0.735447108745575,-0.1424345225095749,0.3404385447502136,0.8727046251296997,-0.4833906292915344,-0.23176103830337524,0.6038152575492859,1.2808457612991333,0.03149816021323204,0.03793871030211449,-0.46862584352493286,0.7243965864181519,-0.4808443486690521,0.46729207038879395,-0.7346100807189941,-0.5772779583930969,-0.20843634009361267,-0.30398818850517273,1.149085521697998,0.9961952567100525,1.2663220167160034,-0.8408073782920837,-1.1615159511566162,-0.3933430016040802,-0.30234333872795105,-0.558475136756897,-1.016701102256775,1.2564693689346313
11,UWHARRIE CAPITAL CORP,2018-12-31 00:00:00,1.89,0.008,30.152,45.175,37.4168,0.0,0,0.0,0.0,0,0,0.027859926223754883,-0.007799253799021244,0.0811997652053833,-0.023214910179376602,0.08155408501625061,0.12719392776489258,-0.0017941320547834039,-0.018790144473314285,0.09275493025779724,0.14271889626979828,0.027139559388160706,0.058681901544332504,-0.16208040714263916,0.1537317931652069,0.03497681766748428,0.09347374737262726,-0.14438346028327942,0.013696682639420033,0.012323621660470963,0.10348541289567947,0.14301572740077972,0.1487826704978943,0.1660115271806717,0.0037933778949081898,-0.22176505625247955,-0.05447634309530258,0.0616249181330204,0.0037631711456924677,-0.11830103397369385,0.12543022632598877
12,ANIKA THERAPEUTICS INC,,,,,,,,,,,,,1.3351855278015137,2.424163341522217,-0.3070555329322815,0.20036984980106354,-1.1782381534576416,3.5036401748657227,-0.042806223034858704,-2.243516445159912,-1.1787303686141968,1.1816262006759644,-0.8909515142440796,-1.1749356985092163,1.1829947233200073,1.6697677373886108,-1.0311856269836426,-1.2999745607376099,-1.5656253099441528,-0.9971126914024353,0.7441898584365845,0.26055407524108887,1.631353497505188,1.7328215837478638,1.7369896173477173,-1.0044845342636108,-0.8770205974578857,0.2899315655231476,-1.4873062372207642,-0.7302390336990356,0.07090514898300171,2.9229962825775146
13,GERMAN AMERICAN BANCORP INC,2018-12-31 00:00:00,42.051,14.074000000000002,170.81900000000005,458.64,693.3336,0.0,0,0.0,0.0,0,0,-0.595634937286377,-1.100701928138733,0.0343257337808609,0.9350129961967468,-0.3644186556339264,-0.478814035654068,-1.0208271741867065,-2.1795012950897217,2.161806106567383,2.4828665256500244,0.6233296990394592,-0.5317510962486267,-3.954529047012329,1.8295097351074219,1.9517500400543213,2.4413444995880127,1.3491480350494385,2.8110947608947754,-0.5892612934112549,-0.8524025678634644,-0.10370566695928574,0.6724861860275269,1.46596097946167,0.016186850145459175,-1.0644378662109375,-1.1924363374710083,0.6978104114532471,-1.6271460056304932,-0.6612274646759033,-0.1480458676815033
14,SOCKET MOBILE INC,,,,,,,,,,,,,0.10783651471138,-0.45531272888183594,0.632043719291687,-0.023628422990441322,0.05364077165722847,2.1892776489257812,0.09105484932661057,-1.4333745241165161,-0.5045044422149658,0.4271640479564667,-0.16119888424873352,0.1278163194656372,0.024191590026021004,0.8590577244758606,-1.5064630508422852,0.6635594367980957,-1.3877822160720825,0.08100857585668564,-0.63932865858078,0.03829951211810112,1.5767725706100464,1.0368038415908813,0.9710794687271118,-1.3359094858169556,-1.7691459655761719,-0.4322981834411621,-0.05814727768301964,-0.026660099625587463,-0.337041437625885,1.1454038619995117
15,WAYSIDE TECHNOLOGY GROUP INC,2018-12-31 00:00:00,3.032,3.0660000000000003,181.444,40.573,44.96,-0.47361111111111104,0.003600654664484,-0.5962339139123101,0.048072948956395994,-0.395686740996122,0.623603202846975,1.3381212949752808,-0.02049841545522213,0.7012572884559631,-0.17182332277297974,1.5390647649765015,1.9027862548828125,0.4834032356739044,-0.5235131978988647,-0.5941281318664551,-0.5234337449073792,0.2616167366504669,-0.23717084527015686,-0.8643808364868164,1.6153385639190674,-2.2416229248046875,0.12158562242984772,-0.9344281554222107,0.1754952371120453,0.4342932403087616,-0.5588291883468628,1.7100310325622559,1.2575093507766724,0.5209838151931763,-1.9609853029251099,-2.3451972007751465,-0.17108792066574097,0.0406724214553833,-0.9227403402328491,-0.9867001175880432,0.11633091419935226
16,AMCON DISTRIBUTING CO,2019-09-30 00:00:00,3.2030000000000003,0.637,1022.188,60.757,42.1663,0.0,0,0.0,0.0,0,0,-0.19806739687919617,0.5966006517410278,0.00029724263004027307,-0.12141008675098419,1.1672258377075195,1.9246231317520142,-0.8749582767486572,-1.6069279909133911,-0.4887881278991699,0.769356906414032,-0.4579050540924072,0.6442391276359558,-0.3415258228778839,0.36554116010665894,-1.714990258216858,0.8026254177093506,0.7165958285331726,-0.4406585693359375,-1.5923930406570435,0.49846625328063965,0.38954082131385803,-0.5029433369636536,1.8849966526031494,-0.30915650725364685,-1.4219379425048828,-1.0861932039260864,0.8837912678718567,0.0700000524520874,-1.5764305591583252,1.4159072637557983
17,TN-K ENERGY GROUP INC,2014-12-31 00:00:00,-0.674,0.0,0.196,-2.067,3.0541,0.0,0,0.0,0.0,0,0,-2.0736687183380127,0.5941401720046997,0.8758401274681091,-0.9299381375312805,-0.3853534460067749,0.011230609379708767,0.06864802539348602,-1.1112034320831299,0.45753923058509827,0.8846331834793091,-0.4823455512523651,0.40711545944213867,0.04225502535700798,0.1972457617521286,-0.9028106331825256,-0.7151907086372375,-1.7088896036148071,-0.9246683120727539,0.3872978389263153,0.0038874137680977583,0.11768907308578491,2.093050956726074,1.1739791631698608,-0.5841355919837952,-0.1979801505804062,-0.6218787431716919,-0.3105684518814087,-1.7084276676177979,-2.1887149810791016,1.408401608467102
18,DEAN FOODS CO,2018-12-31 00:00:00,-330.708,25.143,7755.283,314.732,348.3826,0.0,0,0.0,0.0,0,0,0.9150951504707336,0.11086399108171463,-0.38151147961616516,-1.178358793258667,-0.03327101096510887,0.268058180809021,0.3705577850341797,0.1439446061849594,1.043738603591919,0.3815446197986603,-2.052753448486328,-0.9197608232498169,-0.04733540490269661,0.27539101243019104,-0.8611958026885986,2.0063304901123047,-0.3775128126144409,-1.4136319160461426,-1.7049978971481323,0.896489679813385,-0.04425555840134621,0.34985652565956116,2.1985974311828613,0.5390016436576843,-2.6332812309265137,-0.5697277784347534,2.103731632232666,1.2503399848937988,-1.2020822763442993,1.2410480976104736
19,CARBO CERAMICS INC,2018-12-31 00:00:00,-75.433,0.0,210.745,336.283,96.4343,0.0,0,0.0,0.0,0,0,-0.5480023622512817,-0.8837525248527527,1.0023682117462158,-1.073593258857727,0.015986395999789238,1.4011684656143188,1.2793792486190796,-1.3017663955688477,-1.1503775119781494,-0.3687143623828888,-1.0055683851242065,0.5940202474594116,-0.223996102809906,0.5193907618522644,-0.38510751724243164,-0.39603832364082336,-0.8151220083236694,0.17654627561569214,-0.03993542492389679,1.2941030263900757,1.4873098134994507,1.4712834358215332,3.328856945037842,-0.5812581181526184,0.9506115317344666,2.0831258296966553,-0.7062655091285706,0.12765644490718842,-0.45082786679267883,2.1956732273101807
20,JAKKS PACIFIC INC,2018-12-31 00:00:00,-45.213,0.0,567.81,51.649,38.3038,-0.426812880324544,#DIV/0!,-0.07388711016439099,-0.453524911916879,-0.316440561212653,-0.053193155770446,0.4038490355014801,1.8068031072616577,-0.05749843642115593,-0.7175606489181519,1.1151137351989746,0.20991843938827515,-0.34317994117736816,-0.3621879816055298,1.2559312582015991,0.25286075472831726,-0.6587031483650208,-1.0943639278411865,-0.6324986815452576,0.5619275569915771,-1.2933330535888672,0.5059430003166199,-0.5250293016433716,-0.16087277233600616,-0.5239189863204956,0.9370949864387512,1.4106639623641968,0.6079257130622864,0.7929478883743286,-0.6534050107002258,-1.622576117515564,-0.6587921977043152,-0.012649809010326862,0.048680633306503296,-1.0925183296203613,1.9152218103408813
21,PREMIER FINANCIAL BANCORP,2018-12-31 00:00:00,18.389,7.818,74.919,216.729,218.0438,0.0,0,0.0,0.0,0,0,-0.02195259928703308,0.01735498756170273,0.061143845319747925,-0.016843615099787712,0.0418710857629776,0.13969039916992188,-0.012786086648702621,0.013227708637714386,0.05548056215047836,0.0826658383011818,-0.06706511974334717,0.01699228025972843,-0.09496285766363144,0.056541793048381805,-0.00432937266305089,0.08536680042743683,-0.04939847066998482,-0.028307579457759857,-0.010379604063928127,0.03780528903007507,0.06744124740362167,0.10912810266017914,0.10734114795923233,0.03236627206206322,-0.09310036152601242,-0.053488124161958694,-0.006069128401577473,-0.015055393800139427,-0.07284745573997498,0.07263337075710297
22,ENCISION INC,2019-03-31 00:00:00,,,,,,,,,,,,-0.03210411220788956,0.07602747529745102,0.06565555930137634,0.0038125633727759123,0.05191868171095848,0.16889357566833496,-0.01537435781210661,-0.008951128460466862,0.15012414753437042,0.05663590878248215,-0.0728759691119194,0.045216385275125504,-0.1338014006614685,0.10807187855243683,0.05664528161287308,0.07246372103691101,-0.060068655759096146,-0.0311423409730196,0.016489367932081223,0.13365763425827026,0.14125072956085205,0.15350058674812317,0.1436907798051834,0.03792222589254379,-0.17545047402381897,-0.059935469180345535,0.0049629975110292435,-0.04710747301578522,-0.0858837142586708,0.07605061680078506
23,KENTUCKY BANCSHARES INC,2018-12-31 00:00:00,9.949,3.724,55.604,106.793,135.1785,0.0,0,0.0,0.0,0,0,-0.5325581431388855,-2.116719961166382,-0.29593202471733093,0.7608170509338379,-0.34344857931137085,0.01513330265879631,-0.4156750440597534,-2.5236263275146484,2.574749708175659,1.7136684656143188,0.009665451943874359,-0.03243857994675636,-3.127692461013794,2.4308080673217773,1.3785847425460815,2.0846877098083496,1.3799046277999878,3.5106189250946045,0.09763102233409882,-0.31385764479637146,-0.6618639826774597,0.43215423822402954,1.2426035404205322,-0.6059335470199585,-2.1568799018859863,-1.5024291276931763,1.1808253526687622,-1.2303231954574585,0.23787079751491547,0.10139395296573639
24,PROVIDENT FINANCIAL HOLDINGS,2019-06-30 00:00:00,4.368,4.194,56.889,120.641,157.1311,0.0,0,0.0,0.0,0,0,0.3446410596370697,-2.459543228149414,0.8321912288665771,2.2926998138427734,0.08488259464502335,0.29114267230033875,-0.7129936814308167,-1.5037126541137695,0.920268714427948,1.2318928241729736,0.24391713738441467,-0.7862140536308289,-3.9846270084381104,1.7672793865203857,0.7689065933227539,3.3735814094543457,0.7589398622512817,2.8799381256103516,-0.6746838688850403,-0.18726956844329834,0.10210371762514114,-1.2776137590408325,0.4842318594455719,-0.6518023610115051,-2.8941948413848877,-1.4727380275726318,0.8101450800895691,-2.2714526653289795,0.06848399341106415,0.3656017482280731
25,RENOVACARE INC,,,,,,,,,,,,,-0.07912220805883408,-0.2112703174352646,1.3212628364562988,-0.20283357799053192,0.6482686400413513,-0.07884819060564041,0.31698107719421387,-0.6831808686256409,0.8839316964149475,1.1147370338439941,-0.10672198981046677,-0.5449895858764648,-0.3971652090549469,1.6219983100891113,0.20968987047672272,0.22559061646461487,-0.9582358598709106,-0.001989226322621107,0.1833026111125946,-0.020899007096886635,0.48097753524780273,1.5783647298812866,0.968728244304657,-0.024199368432164192,-1.0726039409637451,-0.5208117961883545,-0.22008439898490906,-0.431268572807312,-1.2745935916900635,1.256736397743225
26,STRATEGIC EDUCATION INC,2018-12-31 00:00:00,-15.639,27.842,634.185,1425.224,2466.0911,0.0,0,0.0,0.0,0,0,-1.2894079685211182,1.7082457542419434,1.02720308303833,-0.8996865153312683,0.14323833584785461,1.7377632856369019,-3.24509334564209,0.6468959450721741,-0.1456449031829834,2.9350967407226562,0.0714089646935463,0.4251355826854706,0.28303635120391846,2.741626024246216,0.21235120296478271,0.9304735660552979,-0.5628252029418945,1.313940167427063,-0.3624499440193176,0.5605959892272949,1.3161453008651733,1.9716217517852783,-0.5758564472198486,0.2249981015920639,-1.5493240356445312,-0.02783944271504879,-2.533842086791992,-1.3843121528625488,-0.2849161624908447,-0.09437837451696396
27,GUESS INC,2019-02-02 00:00:00,,,,,,,,,,,,0.42783263325691223,1.3681864738464355,0.8241506814956665,0.06775867193937302,1.9437568187713623,0.761263370513916,-0.4028417468070984,-0.35863178968429565,0.7140178680419922,-0.22798709571361542,-1.6965997219085693,-0.1229228749871254,-1.3177345991134644,0.5858630537986755,-0.7576071619987488,0.1140250638127327,-0.667259693145752,-0.35564473271369934,-0.4493212103843689,0.9001477360725403,1.2443293333053589,0.5715922713279724,1.8098026514053345,-0.15619003772735596,-1.084790825843811,-1.2139438390731812,0.5209825038909912,-0.7004628777503967,-0.6919063925743103,0.47127780318260193
28,PHIBRO ANIMAL HEALTH CORP,2019-06-30 00:00:00,45.015,18.592,827.995,216.015,1285.2236,0.0,0,0.0,0.0,0,0,2.408268928527832,1.2088561058044434,-0.7136505842208862,-1.1997008323669434,0.48966699838638306,1.3476821184158325,0.8471282720565796,-0.45813533663749695,-1.1265617609024048,0.7075487971305847,-1.8255550861358643,-0.5440282821655273,0.3607529401779175,2.0863165855407715,-1.3114138841629028,0.292553186416626,-1.4148346185684204,-0.2997034788131714,-0.5644543170928955,1.563607096672058,1.0359641313552856,1.4551151990890503,2.7058463096618652,0.07862119376659393,-1.193395972251892,0.9474198818206787,-0.21025633811950684,0.43249696493148804,0.1122032180428505,1.832471251487732
29,GULF ISLAND FABRICATION INC,2018-12-31 00:00:00,-20.378,0.0,221.247,201.1,108.9498,0.0,0,0.0,0.0,0,0,-0.29162904620170593,-0.3984726369380951,2.577350616455078,-1.864775538444519,1.9679714441299438,1.0620955228805542,0.29293951392173767,-0.43700313568115234,1.5758769512176514,0.7204744219779968,-1.037655234336853,-0.2316848486661911,-0.03324092924594879,-3.058320999145508,-1.0221081972122192,-1.4884411096572876,-0.6116202473640442,2.5316383838653564,1.1651297807693481,0.40607479214668274,1.6336370706558228,3.3754470348358154,3.1841135025024414,-0.34411799907684326,-0.35208573937416077,1.2185779809951782,-2.056732654571533,-0.6722472906112671,-0.8668544888496399,1.322918176651001
30,BOSTON PROPERTIES INC,2018-12-31 00:00:00,716.1310000000002,561.471,2728.256,8213.968,17384.2479,0.273391170754346,0.142789976308527,0.040219706729795995,0.013762740581375,#DIV/0!,0.227510647728396,0.04588911309838295,0.30520394444465637,0.2657126188278198,-0.2459639608860016,0.4508017897605896,0.5162060856819153,0.04811113327741623,-0.1559734046459198,0.6891363263130188,0.5851964354515076,-0.13617892563343048,0.01561910379678011,-0.6039761900901794,0.8210114240646362,0.051603108644485474,0.001478587626479566,-0.40570002794265747,0.14645788073539734,-0.2556860148906708,0.4047752022743225,0.11986909806728363,0.4610806703567505,0.7986782193183899,0.10114307701587677,-0.7833462953567505,-0.2931867837905884,0.1493128538131714,-0.24290189146995544,-0.8075881600379944,0.4122057855129242
31,AEHR TEST SYSTEMS,2018-05-31 00:00:00,-5.296,0.0,21.056,15.453,39.6708,0.0,0,0.0,0.0,0,0,0.696513295173645,-0.9296533465385437,0.3774111866950989,-0.2997477650642395,0.6968907713890076,1.7076398134231567,0.012888179160654545,-1.08022141456604,-0.4343182444572449,-0.08468379825353622,-0.7222765684127808,-0.20444419980049133,-0.11815211921930313,0.5971874594688416,-1.923095941543579,0.012652482837438583,-0.8051133155822754,-0.08875322341918945,0.04929404333233833,0.29539793729782104,2.0139598846435547,0.9958773851394653,1.401360273361206,-1.3009966611862183,-1.9673022031784058,-0.7247490882873535,-0.12212762236595154,-1.5411911010742188,-0.5068821310997009,1.7006089687347412
32,NICHOLAS FINANCIAL INC,2019-03-31 00:00:00,,,,,,,,,,,,-1.2188124656677246,-1.091510534286499,0.2334822118282318,-0.11996529996395111,0.978257417678833,0.6150845885276794,-1.4301958084106445,-0.8025156855583191,1.9521303176879883,-0.4771960377693176,-0.3297422230243683,1.1486927270889282,-2.582183599472046,1.7693707942962646,-0.8294202089309692,1.3077714443206787,1.1617542505264282,0.9095684289932251,0.26427602767944336,-1.6195765733718872,0.8384976387023926,0.6430844068527222,0.5355738997459412,-1.5291938781738281,-1.4941318035125732,-0.021713458001613617,1.095973014831543,-1.6050851345062256,-1.4562674760818481,0.1739034503698349
33,PETMED EXPRESS INC,2019-03-31 00:00:00,,,,,,,,,,,,0.01909707672894001,-0.28844669461250305,-0.32920458912849426,1.8255325555801392,0.311817467212677,2.1676769256591797,-1.2158501148223877,-1.2197211980819702,0.7857180237770081,0.7042235136032104,-0.5773786902427673,-0.22091148793697357,0.04903034120798111,0.7886583209037781,-2.2485134601593018,1.8701560497283936,-2.2369942665100098,-1.109984278678894,-0.9464638233184814,-0.6199951767921448,1.7519673109054565,0.7583646774291992,0.023571372032165527,-1.201370358467102,-3.581486463546753,-1.4127271175384521,1.5264866352081299,-0.36119064688682556,-1.0157091617584229,1.2849866151809692
34,PENNS WOODS BANCORP INC,2018-12-31 00:00:00,13.579,8.818,68.207,143.54399999999995,188.8061,0.28771929824561404,-0.002150050922259,0.123285189637852,0.038713692345543,-0.135557034909914,0.326111815243258,-0.009551944211125374,0.012053343467414379,0.0308027733117342,0.017922529950737953,-0.01638719066977501,0.11361037194728851,-0.0029948565643280745,-0.014913887716829777,0.05141915753483772,0.04791368544101715,-0.036099623888731,0.017331259325146675,-0.08031410723924637,0.06757502257823944,-0.00639039371162653,0.06333358585834503,-0.03959725797176361,-0.006470798514783382,0.012453405186533928,0.07778675109148026,0.0774998888373375,0.09534836560487747,0.12109094858169556,-0.00013030492118559778,-0.14160194993019104,-0.07842294126749039,-0.01189450267702341,-0.0024087142664939165,-0.06950642168521881,0.031578171998262405
35,AMERICAN BIO MEDICA CORP,,,,,,,,,,,,,0.018459899351000786,-0.4575592577457428,1.6940611600875854,1.0824851989746094,0.17147646844387054,1.0333539247512817,-0.22015561163425446,-0.995874285697937,-0.2021545022726059,0.6537948846817017,-0.6365876197814941,-1.1310701370239258,0.3159669041633606,0.9844876527786255,-0.5866113901138306,1.0664247274398804,-0.35638919472694397,-2.0891408920288086,-0.5914177298545837,0.009926285594701767,-0.07385245710611343,1.6453003883361816,0.5680413842201233,-0.44589608907699585,-1.6006355285644531,0.8709660768508911,0.31572768092155457,-0.5267165899276733,-0.014576535671949387,2.394341468811035
36,NTN BUZZTIME INC,,,,,,,,,,,,,0.30381086468696594,0.8237451314926147,0.8430735468864441,-0.35779252648353577,-0.20626093447208405,1.3175990581512451,-0.3521243631839752,-1.027429223060608,0.10475443303585052,0.11594086140394211,-0.07962898910045624,0.7633044719696045,0.37240496277809143,-0.24337968230247498,-1.0030817985534668,0.4588525891304016,-2.0784413814544678,0.28225234150886536,1.3262678384780884,-0.4016820788383484,-0.15867802500724792,1.0749969482421875,0.19564220309257507,-3.1378872394561768,-3.4995312690734863,-1.4969350099563599,0.5673582553863525,-1.125744342803955,-1.2903697490692139,0.8055261373519897
